"elevation_m","drainage_density_km_per_km2","storm_drain_proximity_m","historical_rainfall_intensity_mm_hr","return_period_years","land_use","soil_group","storm_drain_type"
11.1,6.34,64.9,95.7,5,"Residential","B","CurbInlet"
-0.01,5.28,33.9,58.8,10,"Roads","","CurbInlet"
12.69,1.39,65.2,53.3,10,"Green","B","Manhole"
56.29,7.41,153.8,34.8,10,"Institutional","","CurbInlet"
19.91,4.49,11.1,75.3,25,"Residential","B","Manhole"
0.03,4.98,21.4,74.4,25,"Industrial","A","GratedInlet"
45.52,2.86,286.2,34.7,5,"Residential","B","OpenChannel"
32.1,7.64,42.4,30.4,10,"Residential","C","Manhole"
19.74,5.4,68.7,24.1,10,"Residential","","GratedInlet"
1.98,8.64,152.5,26.3,10,"Commercial","C","CurbInlet"
86.96,6,18.8,10.8,2,"Residential","A","GratedInlet"
36.75,4.68,105.3,39.5,5,"Roads","A","CurbInlet"
-0.94,3.65,9.4,73,5,"Roads","C","OpenChannel"
70.47,4.79,225.3,20.2,2,"Green","C","Manhole"
25.91,4.76,178,15,10,"Residential","B","OpenChannel"
10.78,6.69,110.6,53.9,25,"Institutional","C","Manhole"
37.41,8.91,26.5,36.7,50,"Industrial","","GratedInlet"
21.09,6.97,2,22.2,50,"Roads","","CurbInlet"
65.46,8.57,231.1,14.9,2,"Commercial","B","OpenChannel"
96.07,5.7,41.4,43.3,10,"Institutional","C","CurbInlet"
93.23,4.83,51.5,14.6,2,"Institutional","D","CurbInlet"
116.15,7.03,45.8,43.1,5,"Residential","B","GratedInlet"
11.33,6.71,32.3,54.6,10,"Commercial","C","Manhole"
10.69,8.7,86.2,77.7,100,"Roads","D","GratedInlet"
12.53,6.32,335.4,21.8,2,"Mixed","B","OpenChannel"
18.63,8.07,19.4,53.5,2,"Commercial","B","Manhole"
43.73,7.01,100.4,54.3,2,"Residential","C","CurbInlet"
66.66,6.53,28.8,11.4,50,"Residential","C","GratedInlet"
53.37,2.23,279.4,53.9,25,"Water","D","Manhole"
8.87,8.25,179.9,63.5,25,"Commercial","C","GratedInlet"
89.14,6.56,108.7,24.2,2,"Commercial","D","CurbInlet"
26.13,5.04,30.6,51,100,"Residential","","GratedInlet"
-3,4.33,46.9,15,2,"Roads","D","Manhole"
8.11,9.07,84.4,75.1,25,"Commercial","","GratedInlet"
65.58,8.79,113.5,32.6,5,"Industrial","D","Manhole"
1.84,6.91,97.8,36.8,2,"Industrial","D","Manhole"
21.38,6.43,75.8,24.4,100,"Informal","B","Manhole"
-0.93,7.33,55.1,49.7,50,"Residential","D","GratedInlet"
17.52,5.91,58.8,81.3,50,"Roads","C","CurbInlet"
68.9,6.12,311.6,33.8,2,"Green","","CurbInlet"
87.43,8.18,43.2,55.2,25,"Residential","","GratedInlet"
81.94,4.74,20.2,88,50,"Commercial","","GratedInlet"
3.85,6.8,77.7,39.3,25,"Residential","A","Manhole"
66.16,6.95,48.2,27.1,5,"Commercial","","GratedInlet"
212.73,4.24,158.8,30.1,5,"Residential","A","CurbInlet"
71.52,6.97,15.8,73.9,10,"Residential","C","Manhole"
70.57,9.64,128,47.8,10,"Commercial","C","Manhole"
63.69,6.66,108.9,19,10,"Industrial","B","OpenChannel"
91.54,8.04,194.5,17.1,25,"Commercial","C","OpenChannel"
45.63,1.8,166.7,57.4,10,"Green","C","CurbInlet"
7.79,6.81,379.3,36.5,5,"Green","","Manhole"
75.87,8.01,50.6,28.8,2,"Roads","D","GratedInlet"
14.34,8.39,41,122.9,50,"Residential","B","Manhole"
78.53,10.19,88.2,150,25,"Roads","B","Manhole"
39.88,7.52,140,23.1,2,"Roads","D","OpenChannel"
40.95,8.66,20.1,20.6,25,"Commercial","C","GratedInlet"
7.7,9.71,34.9,39.9,5,"Commercial","D","Manhole"
10.28,6.14,173.4,92.4,10,"Residential","","OpenChannel"
56.33,4.97,16.7,30.5,50,"Roads","C","OpenChannel"
35.67,5.66,11.3,22.5,2,"Residential","","None"
-3,8.23,388.5,47.8,10,"Residential","D","OpenChannel"
15.12,5.55,72.3,22.4,10,"Commercial","","Manhole"
30.94,7.55,84.9,29.5,10,"Residential","A","Manhole"
-3,5.78,65.1,65.4,2,"Commercial","D","Manhole"
28.58,8.72,82.1,18,50,"Roads","A","Manhole"
54.54,4.79,170.3,19.4,25,"Residential","C","CurbInlet"
138.78,7.43,91.9,42.9,50,"Green","","CurbInlet"
65.5,6.49,72.6,55.8,50,"Commercial","A","OpenChannel"
4.99,8.16,99,30.3,2,"Commercial","","GratedInlet"
66.57,6.63,355.9,20.1,2,"Commercial","B","OpenChannel"
62.15,10.16,29.4,84.5,50,"Roads","D","GratedInlet"
72.22,3.72,268.7,26.8,50,"Residential","","OpenChannel"
183.75,5.74,62.5,20.1,50,"Mixed","B","Manhole"
15.46,4.29,88.5,86.6,50,"Roads","C","CurbInlet"
90.35,6.72,139.9,70.4,5,"Water","D","CurbInlet"
-1.31,6.53,141.2,43.4,5,"Green","","CurbInlet"
41.65,7.6,144.7,40.4,5,"Green","","GratedInlet"
6.61,10.24,62.7,67.2,10,"Roads","A","CurbInlet"
48.05,3.43,228,101.8,50,"Institutional","C","CurbInlet"
94.24,2.38,79.4,41.7,2,"Residential","A","OpenChannel"
56.76,4.13,155.2,19,5,"Residential","B","OpenChannel"
46.9,9.63,72,25.1,5,"Industrial","C","GratedInlet"
6.9,6.28,180.1,15.5,10,"Green","B","CurbInlet"
14.95,3.05,122.1,45.7,10,"Residential","D","CurbInlet"
-3,10.3,511.6,51.9,5,"Roads","C","OpenChannel"
63.41,7.61,25,150,5,"Residential","D","CurbInlet"
49.63,4.87,70.9,54,5,"Commercial","B","GratedInlet"
4.2,7.94,37,76.6,25,"Commercial","A","CurbInlet"
79.94,5.49,118.1,69.7,25,"Commercial","C","CurbInlet"
51.8,6.51,12,70.7,10,"Residential","D","Manhole"
50.9,7.47,93.1,29.4,25,"Roads","B","CurbInlet"
16.29,7.38,154.7,34.6,5,"Residential","B","CurbInlet"
8.8,4.97,309.2,150,50,"Green","D","GratedInlet"
-3,6.06,107.3,37.4,5,"Residential","A","Manhole"
31.23,6.01,47.5,64.5,2,"Roads","B","Manhole"
23.58,7.82,2.5,36.3,50,"Mixed","","CurbInlet"
-3,3.49,101.9,27,2,"Green","A","CurbInlet"
20.55,7.79,11.8,24.9,5,"Commercial","B","GratedInlet"
27.81,3.94,166.4,30.9,5,"Roads","D","CurbInlet"
67.81,3.54,1.4,28.6,50,"Residential","C","GratedInlet"
15.71,5.43,114.7,31.6,5,"Roads","","GratedInlet"
126.85,3.8,99.7,13.8,50,"Roads","D","GratedInlet"
33.39,5.57,65.8,10.4,10,"Residential","C","CurbInlet"
39.85,5.51,20.7,24.8,2,"Mixed","B","CurbInlet"
85.42,4.71,47,21.5,5,"Residential","D","CurbInlet"
16.9,8.1,112.5,19.8,2,"Roads","C","Manhole"
30.97,6.93,112.7,16.9,2,"Roads","B","CurbInlet"
15.05,4.53,134.1,44.8,5,"Roads","D","Manhole"
-3,2.89,55.3,30.8,2,"Residential","B","Manhole"
66.62,7.23,51.9,18,5,"Roads","C","CurbInlet"
45.91,6.57,99.9,67.5,5,"Residential","","OpenChannel"
8.61,3.65,256.2,33.5,10,"Green","A","CurbInlet"
6.88,4.29,74.2,26,25,"Industrial","A","GratedInlet"
115.96,2.67,211,76.7,5,"Residential","","OpenChannel"
14.42,8.65,169.3,26.2,5,"Green","A","CurbInlet"
52.24,7.49,113.1,50.7,10,"Roads","B","GratedInlet"
140.86,4.37,13.9,10.6,100,"Residential","","Manhole"
0.04,10.44,41.7,51.7,25,"Industrial","B","Manhole"
50.32,8.37,203.2,57.9,10,"Institutional","A","CurbInlet"
44.07,6.48,56.1,26.1,5,"Residential","B","CurbInlet"
27,5.45,125.5,44.9,5,"Roads","D","GratedInlet"
44.67,9.05,23.1,72.8,10,"Commercial","D","Manhole"
6.78,5.16,77.6,146.6,10,"Mixed","C","Manhole"
74.25,6.68,60.8,25.3,100,"Roads","A","CurbInlet"
69.16,8.45,80.2,45.3,25,"Roads","D","CurbInlet"
48,7.38,63.2,21.9,25,"Residential","C","OpenChannel"
75.38,5.73,177.5,5.4,5,"Green","C","OpenChannel"
-3,4.5,336.9,31.2,5,"Green","B","CurbInlet"
6.39,6.32,340.9,45.3,5,"Residential","D","None"
10.14,7.89,116.5,70.5,50,"Roads","B","OpenChannel"
6.48,6.57,263.5,38.9,2,"Institutional","","GratedInlet"
60.63,9.56,15.3,17.7,100,"Commercial","A","CurbInlet"
4.6,8.15,120.4,87.8,50,"Roads","","CurbInlet"
13.52,8.92,85.9,34.1,5,"Roads","","Manhole"
38.63,8.58,69.4,15.4,25,"Commercial","C","CurbInlet"
21.75,6.2,221.4,28,5,"Industrial","B","Manhole"
52.85,8.83,101.4,51.9,25,"Industrial","","CurbInlet"
40.07,6.36,7.7,32.3,10,"Residential","A","CurbInlet"
40.1,9.54,88.7,17.9,2,"Mixed","","Manhole"
138.84,7.23,10.9,39.2,5,"Commercial","D","GratedInlet"
-3,8.57,334.8,58.5,5,"Residential","B","None"
-3,5.54,4.9,70.6,5,"Industrial","C","OpenChannel"
7,8.74,294.8,131.6,100,"Industrial","B","OpenChannel"
56,4.44,80.8,43.1,2,"Commercial","C","OpenChannel"
