"city_name","admin_ward","latitude","longitude","cluster","risk_level"
"Kuala Lumpur, Malaysia","Zone X",3.141961,101.814395,3,"Medio"
"Seoul, South Korea","Borough South",37.509635,127.173719,2,"Bajo"
"Dubai, UAE","Ward H",25.189682,55.328704,2,"Bajo"
"Tehran, Iran","Borough Delta",35.652886,51.252686,2,"Bajo"
"Dhaka, Bangladesh","Borough Harbor",23.83145,90.425708,1,"Alto"
"Singapore, Singapore","Borough Riverside",1.370251,103.761762,1,"Alto"
"Montreal, Canada","Sector 22",45.425643,-73.518123,2,"Bajo"
"Rio de Janeiro, Brazil","Sector 30",-22.948421,-43.130225,3,"Medio"
"Dhaka, Bangladesh","Zone VIII",23.77433,90.463371,2,"Bajo"
"New York, USA","Borough West",40.716122,-73.895498,2,"Bajo"
"Istanbul, Türkiye","Sector 30",40.90806,28.955118,2,"Bajo"
"Houston, USA","Ward K",29.816993,-95.483314,2,"Bajo"
"Shenzhen, China","Zone VIII",22.666964,114.099563,3,"Medio"
"Taipei, Taiwan","Ward B",25.073592,121.459319,2,"Bajo"
"New York, USA","Borough North",40.60163,-74.01895,3,"Medio"
"Hyderabad, India","Sector 26",17.368676,78.469696,2,"Bajo"
"Bengaluru, India","Sector 25",12.89027,77.492583,3,"Medio"
"Istanbul, Türkiye","Sector 9",40.962407,28.929278,2,"Bajo"
"Washington DC, USA","District 17",38.909188,-77.043153,3,"Medio"
"Brisbane, Australia","Ward C",-27.489132,152.993169,1,"Alto"
"Rome, Italy","Zone VIII",41.894295,12.59791,2,"Bajo"
"Barcelona, Spain","Ward G",41.317925,2.28512,2,"Bajo"
"Doha, Qatar","Sector 30",25.232692,51.587294,1,"Alto"
"San Francisco, USA","Ward A",37.829177,-122.288314,2,"Bajo"
"Lima, Peru","District 12",-12.034653,-77.222973,3,"Medio"
"Cape Town, South Africa","Sector 4",-33.90397,18.531643,2,"Bajo"
"Accra, Ghana","District 4",5.561875,-0.143218,2,"Bajo"
"Kuala Lumpur, Malaysia","Sector 16",2.936132,101.674927,1,"Alto"
"Hyderabad, India","Borough East",17.318797,78.497032,1,"Alto"
"Guangzhou, China","District 20",23.071024,113.371293,2,"Bajo"
"Hanoi, Vietnam","Borough Riverside",21.011634,105.814595,1,"Alto"
"Rome, Italy","Ward B",41.87157,12.481181,3,"Medio"
"Durban, South Africa","Ward D",-29.884201,31.055121,3,"Medio"
"Tokyo, Japan","District 24",35.56115,139.591482,2,"Bajo"
"Barcelona, Spain","Zone I",41.404864,2.194451,1,"Alto"
"Seoul, South Korea","Sector 22",37.589993,127.040964,3,"Medio"
"Sao Paulo, Brazil","Zone VIII",-23.581959,-46.695681,3,"Medio"
"Athens, Greece","Ward F",37.956735,23.651223,2,"Bajo"
"Jakarta, Indonesia","Sector 25",-6.113062,106.856855,2,"Bajo"
"Hanoi, Vietnam","District 9",20.971154,105.815383,2,"Bajo"
"Hamburg, Germany","Zone I",53.587267,10.064033,3,"Medio"
"Hyderabad, India","Borough West",17.431337,78.482361,2,"Bajo"
"New Orleans, USA","Zone IX",29.925943,-90.229583,3,"Medio"
"Chennai, India","Sector 20",13.104309,80.26785,1,"Alto"
"Guangzhou, China","District 18",23.248502,113.100297,2,"Bajo"
"Mexico City, Mexico","Zone III",19.410303,-99.065479,2,"Bajo"
"Nairobi, Kenya","Zone VIII",-1.351142,36.729326,2,"Bajo"
"Washington DC, USA","Sector 25",38.95727,-77.028545,2,"Bajo"
"Houston, USA","Ward B",29.745037,-95.426991,3,"Medio"
"Seoul, South Korea","Ward D",37.589517,126.978738,2,"Bajo"
"Philadelphia, USA","Sector 12",39.796212,-75.086139,2,"Bajo"
"Vancouver, Canada","Zone VI",49.244319,-123.164117,3,"Medio"
"Brisbane, Australia","Borough Central",-27.4875,152.928456,2,"Bajo"
"San Francisco, USA","Ward I",37.863263,-122.496667,3,"Medio"
"Riyadh, Saudi Arabia","Borough Old Town",24.618834,46.715941,2,"Bajo"
"Nairobi, Kenya","Sector 27",-1.222731,36.834578,2,"Bajo"
"Rio de Janeiro, Brazil","Borough Old Town",-22.801091,-43.109419,2,"Bajo"
"New York, USA","Borough East",40.673152,-74.102453,2,"Bajo"
"Hanoi, Vietnam","District 26",21.055166,105.850275,3,"Medio"
"New Orleans, USA","Zone VI",30.028632,-90.207608,1,"Alto"
"Montreal, Canada","Ward I",45.562983,-73.595338,2,"Bajo"
"Buenos Aires, Argentina","Sector 20",-34.570408,-58.444002,3,"Medio"
"Lima, Peru","Ward B",-12.174376,-76.884458,1,"Alto"
"Hyderabad, India","Borough Delta",17.49296,78.525816,2,"Bajo"
"Bogotá, Colombia","Sector 11",4.690474,-73.953728,3,"Medio"
"Manila, Philippines","Zone II",14.518679,121.009838,2,"Bajo"
"Dhaka, Bangladesh","Ward H",23.76983,90.548649,1,"Alto"
"Istanbul, Türkiye","District 12",40.975756,29.001839,3,"Medio"
"Chennai, India","Borough Central",13.050553,80.211486,2,"Bajo"
"Bengaluru, India","Ward E",12.934398,77.653962,2,"Bajo"
"Shenzhen, China","Zone VI",22.55299,114.051833,2,"Bajo"
"Seoul, South Korea","District 6",37.513033,126.99682,2,"Bajo"
"Bengaluru, India","District 19",12.902046,77.606774,2,"Bajo"
"Nairobi, Kenya","Ward A",-1.21473,36.86039,3,"Medio"
"Riyadh, Saudi Arabia","Ward B",24.743991,46.586826,1,"Alto"
"Vancouver, Canada","Borough Old Town",49.208577,-123.18206,3,"Medio"
"Mumbai, India","Ward C",19.236164,72.851375,2,"Bajo"
"Vancouver, Canada","District 5",49.296348,-123.08316,1,"Alto"
"Montreal, Canada","Ward B",45.406916,-73.510582,2,"Bajo"
"Bangkok, Thailand","Sector 10",13.773632,100.53604,2,"Bajo"
"Sydney, Australia","Sector 2",-33.831552,151.392343,2,"Bajo"
"Copenhagen, Denmark","Ward C",55.737189,12.484694,2,"Bajo"
"Barcelona, Spain","Ward F",41.394187,2.189351,2,"Bajo"
"Taipei, Taiwan","District 21",24.940207,121.450321,2,"Bajo"
"Seoul, South Korea","Ward G",37.486424,126.99497,3,"Medio"
"Buenos Aires, Argentina","Zone III",-34.54193,-58.414024,2,"Bajo"
"San Francisco, USA","Zone II",37.838977,-122.472038,2,"Bajo"
"Lagos, Nigeria","Zone V",6.50457,3.388571,2,"Bajo"
"Osaka, Japan","Zone IV",34.740562,135.469263,2,"Bajo"
